content_id,correct_answer,user_answer,0
3646,2,0,3
3646,2,1,25
3646,2,2,92
3646,2,3,2
3647,1,0,78
3647,1,1,73
3647,1,2,12
3647,1,3,2
3648,1,0,1
3648,1,1,45
3648,1,2,3
3648,1,3,9
3649,1,0,2
3649,1,1,7
3649,1,2,1
3650,0,0,53
3650,0,1,35
3650,0,2,3
3650,0,3,23
3651,0,0,70
3651,0,1,3
3651,0,2,19
3651,0,3,49
3652,3,0,3
3652,3,1,2
3652,3,2,1
3652,3,3,45
3653,0,0,7
3653,0,1,1
3653,0,3,1
3654,3,0,10
3654,3,1,20
3654,3,2,10
3654,3,3,59
3655,0,0,44
3655,0,1,3
3655,0,3,9
3656,0,0,38
3656,0,1,8
3656,0,2,4
3656,0,3,7
3657,1,0,9
3657,1,1,66
3657,1,2,23
3657,1,3,7
3658,3,0,13
3658,3,1,18
3658,3,2,15
3658,3,3,66
3659,0,0,53
3659,0,1,8
3659,0,2,3
3659,0,3,9
3660,1,0,1
3660,1,1,4
3660,1,2,3
3660,1,3,2
3661,0,0,57
3661,0,1,11
3661,0,2,5
3661,0,3,10
3662,0,0,6
3662,0,1,1
3662,0,2,1
3663,0,0,3
3664,0,0,42
3664,0,1,6
3664,0,2,4
3664,0,3,17
3665,1,0,13
3665,1,1,65
3665,1,2,6
3665,1,3,8
3666,2,0,5
3666,2,1,6
3666,2,2,43
3666,2,3,9
3667,0,0,1
3667,0,1,1
3668,2,0,8
3668,2,1,8
3668,2,2,61
3668,2,3,7
3669,1,0,2
3669,1,1,40
3669,1,2,5
3669,1,3,4
3670,1,1,3
3671,2,0,11
3671,2,1,1
3671,2,2,78
3671,2,3,3
3672,1,0,4
3672,1,1,49
3672,1,2,8
3672,1,3,14
3673,2,1,6
3673,2,2,37
3673,2,3,3
3674,1,0,9
3674,1,1,49
3674,1,2,5
3674,1,3,9
3675,1,0,7
3675,1,1,51
3675,1,2,4
3675,1,3,8
3676,0,0,1
3677,1,0,17
3677,1,1,49
3677,1,2,24
3677,1,3,3
3678,1,0,3
3678,1,1,37
3678,1,2,6
3678,1,3,12
3679,1,0,8
3679,1,1,40
3679,1,2,1
3679,1,3,1
3680,3,0,13
3680,3,1,12
3680,3,2,16
3680,3,3,82
3681,1,0,4
3681,1,1,96
3681,1,2,3
3681,1,3,15
3682,1,0,5
3682,1,1,64
3682,1,2,4
3682,1,3,23
3683,1,0,1
3683,1,1,56
3683,1,3,5
3684,1,0,13
3684,1,1,61
3684,1,2,13
3684,1,3,70
3685,1,0,12
3685,1,1,84
3685,1,2,14
3685,1,3,8
3686,1,0,1
3686,1,1,2
3686,1,2,2
3687,1,1,2
3687,1,2,1
3687,1,3,1
3688,1,0,14
3688,1,1,73
3688,1,2,6
3688,1,3,6
3689,1,0,2
3689,1,1,41
3689,1,2,7
3689,1,3,14
3690,1,1,3
3691,1,0,4
3691,1,1,61
3691,1,2,8
3691,1,3,6
3692,1,0,4
3692,1,1,35
3692,1,3,12
3850,3,0,3
3850,3,1,22
3850,3,2,6
3850,3,3,27
3865,2,0,39
3865,2,1,126
3865,2,2,70
3865,2,3,31
3877,1,0,9
3877,1,1,47
3877,1,2,3
3877,1,3,1
3879,2,0,5
3879,2,1,1
3879,2,2,49
3879,2,3,13
3949,2,0,4
3949,2,1,13
3949,2,2,49
3949,2,3,2
3959,3,0,1
3959,3,1,9
3959,3,2,5
3959,3,3,43
3989,0,0,57
3989,0,1,4
3989,0,2,11
3989,0,3,17
3991,1,1,38
3991,1,2,18
3991,1,3,6
3992,0,0,67
3992,0,1,1
3992,0,2,3
3992,0,3,5
3993,1,0,2
3993,1,1,46
3993,1,2,8
3993,1,3,11
3994,0,0,60
3994,0,1,2
3994,0,2,14
3994,0,3,7
3995,2,2,50
3995,2,3,8
3997,2,0,24
3997,2,1,2
3997,2,2,68
3997,2,3,11
4097,2,0,7
4097,2,2,54
4097,2,3,5
4107,3,0,9
4107,3,1,2
4107,3,3,44
4149,0,0,51
4149,0,1,7
4149,0,2,1
4149,0,3,10
4229,3,0,8
4229,3,1,20
4229,3,2,15
4229,3,3,69
4289,1,0,15
4289,1,1,74
4289,1,2,16
4289,1,3,20
4294,2,0,3
4294,2,1,6
4294,2,2,53
4294,2,3,2
4295,1,0,16
4295,1,1,41
4295,1,2,2
4295,1,3,3
4531,3,0,1
4531,3,1,8
4531,3,2,3
4531,3,3,55
4543,0,0,50
4543,0,1,10
4543,0,2,6
4543,0,3,23
4544,2,0,12
4544,2,1,42
4544,2,2,60
4544,2,3,10
4545,3,0,3
4545,3,1,11
4545,3,2,4
4545,3,3,39
4546,0,0,57
4546,0,1,4
4546,0,2,4
4546,0,3,5
4548,3,0,10
4548,3,1,5
4548,3,2,10
4548,3,3,73
4549,3,0,19
4549,3,1,14
4549,3,2,8
4549,3,3,47
4550,3,0,3
4550,3,1,3
4550,3,2,2
4550,3,3,49
4552,3,0,8
4552,3,1,3
4552,3,2,7
4552,3,3,60
4564,0,0,32
4564,0,1,4
4564,0,2,4
4564,0,3,11
4684,2,0,12
4684,2,1,4
4684,2,2,53
4684,2,3,5
4698,0,0,39
4698,0,1,1
4698,0,2,9
4698,0,3,7
4707,3,0,3
4707,3,1,7
4707,3,2,10
4707,3,3,65
4713,1,0,2
4713,1,1,55
4713,1,2,7
4713,1,3,1
4759,0,3,1
4765,3,0,8
4765,3,2,8
4765,3,3,47
4834,2,0,9
4834,2,1,6
4834,2,2,38
4834,2,3,5
4845,3,0,7
4845,3,1,4
4845,3,3,63
4853,3,0,43
4853,3,1,7
4853,3,2,63
4853,3,3,90
4858,0,0,62
4858,0,1,7
4858,0,2,2
4858,0,3,13
4864,0,0,51
4864,0,1,12
4864,0,2,3
4864,0,3,8
4964,2,0,68
4964,2,1,14
4964,2,2,31
4964,2,3,7
4967,0,0,2
4967,0,1,1
4967,0,2,1
4969,3,0,9
4969,3,2,3
4969,3,3,53
4974,0,0,45
4974,0,1,4
4974,0,2,8
4974,0,3,4
4977,3,0,23
4977,3,1,12
4977,3,2,10
4977,3,3,51
5051,0,0,70
5051,0,1,83
5051,0,2,14
5051,0,3,25
5087,1,0,6
5087,1,1,57
5087,1,2,6
5087,1,3,6
5269,2,0,38
5269,2,1,10
5269,2,2,41
5269,2,3,17
5289,2,0,10
5289,2,1,1
5289,2,2,50
5289,2,3,21
5290,0,0,44
5290,0,1,3
5290,0,2,1
5290,0,3,10
5291,0,0,91
5291,0,1,2
5291,0,2,5
5291,0,3,9
5292,2,0,13
5292,2,1,40
5292,2,2,118
5292,2,3,20
5293,3,0,12
5293,3,1,1
5293,3,2,4
5293,3,3,37
5294,2,0,4
5294,2,1,8
5294,2,2,55
5294,2,3,32
5295,3,0,15
5295,3,1,2
5295,3,2,6
5295,3,3,52
5296,0,0,78
5296,0,1,7
5296,0,2,1
5296,0,3,3
5297,0,0,54
5297,0,1,8
5297,0,2,7
5297,0,3,2
5298,0,0,37
5298,0,1,11
5298,0,2,4
5298,0,3,9
5299,2,0,21
5299,2,1,39
5299,2,2,74
5299,2,3,11
5300,0,0,95
5300,0,1,53
5300,0,2,4
5300,0,3,19
5301,0,0,42
5301,0,1,13
5301,0,2,8
5301,0,3,60
5338,0,0,47
5338,0,1,13
5338,0,2,19
5338,0,3,25
5342,1,0,2
5342,1,1,58
5342,1,2,2
5342,1,3,13
5343,1,0,19
5343,1,1,56
5343,1,2,2
5343,1,3,40
5344,3,0,3
5344,3,1,37
5344,3,2,9
5344,3,3,184
5346,1,1,58
5346,1,2,13
5346,1,3,8
5352,0,0,114
5352,0,1,102
5352,0,2,58
5352,0,3,90
5353,2,0,7
5353,2,1,20
5353,2,2,60
5353,2,3,6
5354,1,0,12
5354,1,1,55
5354,1,2,9
5354,1,3,4
5355,0,0,96
5355,0,1,55
5355,0,2,15
5355,0,3,15
5356,3,0,5
5356,3,1,5
5356,3,3,43
5359,2,0,7
5359,2,1,2
5359,2,2,39
5359,2,3,10
6080,1,0,5
6080,1,1,64
6080,1,2,9
6080,1,3,1
6089,1,0,14
6089,1,1,55
6089,1,2,12
6089,1,3,1
6169,3,0,2
6169,3,1,8
6169,3,2,3
6169,3,3,43
6186,0,0,101
6186,0,1,141
6186,0,2,14
6186,0,3,8
6363,3,0,4
6363,3,1,3
6363,3,2,3
6363,3,3,52
6411,0,0,48
6411,0,1,16
6411,0,2,2
6411,0,3,31
6676,3,0,8
6676,3,1,1
6676,3,2,7
6676,3,3,43
8003,3,0,6
8003,3,1,2
8003,3,2,6
8003,3,3,79
8005,2,0,3
8005,2,1,1
8005,2,2,75
8005,2,3,14
8189,0,0,61
8189,0,1,13
8189,0,2,16
8189,0,3,3
8503,1,0,24
8503,1,1,80
8503,1,2,30
8503,1,3,14
8504,3,3,1
8705,3,0,14
8705,3,1,25
8705,3,2,16
8705,3,3,56
8708,3,0,17
8708,3,1,4
8708,3,2,7
8708,3,3,48
8709,3,0,5
8709,3,1,12
8709,3,2,13
8709,3,3,53
8710,0,0,42
8710,0,1,7
8710,0,2,6
8710,0,3,7
8711,0,0,32
8711,0,1,44
8711,0,2,29
8711,0,3,13
8712,1,0,92
8712,1,1,43
8712,1,2,14
8712,1,3,17
8731,2,0,21
8731,2,1,73
8731,2,2,27
8731,2,3,9
8736,1,0,3
8736,1,1,71
8736,1,2,4
8736,1,3,2
8737,1,0,38
8737,1,1,37
8737,1,2,8
8737,1,3,10
8738,1,0,2
8738,1,1,78
8738,1,2,4
8738,1,3,1
8739,1,0,18
8739,1,1,61
8739,1,2,27
8739,1,3,6
8741,3,0,5
8741,3,1,9
8741,3,2,1
8741,3,3,60
8743,1,0,42
8743,1,1,52
8743,1,2,6
8743,1,3,1
8744,1,0,20
8744,1,1,58
8744,1,2,5
8744,1,3,15
8745,3,0,8
8745,3,1,35
8745,3,2,9
8745,3,3,45
8747,3,1,1
8747,3,3,86
8748,2,0,13
8748,2,1,22
8748,2,2,54
8748,2,3,5
8749,2,0,8
8749,2,1,1
8749,2,2,80
8749,2,3,7
8751,3,0,20
8751,3,1,14
8751,3,2,11
8751,3,3,53
8753,0,0,54
8753,0,1,16
8753,0,2,3
8753,0,3,6
8756,0,0,72
8756,0,1,13
8756,0,2,3
8756,0,3,9
8759,3,0,20
8759,3,1,6
8759,3,2,3
8759,3,3,71
8762,1,0,19
8762,1,1,67
8762,1,2,3
8762,1,3,3
8765,1,0,2
8765,1,1,68
8765,1,2,8
8765,1,3,10
8768,2,0,9
8768,2,1,17
8768,2,2,57
8768,2,3,4
8772,1,0,16
8772,1,1,60
8772,1,2,16
8772,1,3,11
8773,1,0,6
8773,1,1,54
8773,1,2,13
8773,1,3,17
8775,0,0,45
8775,0,1,21
8775,0,2,10
8775,0,3,21
8777,0,0,61
8777,0,1,10
8777,0,2,9
8777,0,3,9
8779,3,0,33
8779,3,1,21
8779,3,2,4
8779,3,3,42
8782,2,0,6
8782,2,2,63
8785,1,0,2
8785,1,1,82
8785,1,2,8
8785,1,3,4
8788,0,0,43
8788,0,1,9
8788,0,2,7
8788,0,3,23
8793,2,0,4
8793,2,1,2
8793,2,2,65
8793,2,3,20
8795,3,0,3
8795,3,1,34
8795,3,2,7
8795,3,3,59
8796,3,0,14
8796,3,1,10
8796,3,2,12
8796,3,3,55
8798,1,0,9
8798,1,1,70
8798,1,3,2
8801,1,0,12
8801,1,1,52
8801,1,2,7
8801,1,3,15
8802,3,0,2
8802,3,2,6
8802,3,3,93
8804,1,0,12
8804,1,1,50
8804,1,2,6
8804,1,3,3
8806,1,0,2
8806,1,1,69
8806,1,2,4
8806,1,3,14
8807,3,0,9
8807,3,1,7
8807,3,2,1
8807,3,3,82
8808,1,0,3
8808,1,1,66
8808,1,2,6
8808,1,3,10
8809,1,0,23
8809,1,1,57
8809,1,2,13
8809,1,3,13
8813,0,0,45
8813,0,1,17
8813,0,2,12
8813,0,3,16
8816,2,0,25
8816,2,1,3
8816,2,2,53
8816,2,3,8
8817,3,0,3
8817,3,1,18
8817,3,2,9
8817,3,3,59
8820,3,0,12
8820,3,1,1
8820,3,2,2
8820,3,3,80
8821,0,0,64
8821,0,1,15
8821,0,2,8
8821,0,3,9
8826,2,0,4
8826,2,1,18
8826,2,2,61
8826,2,3,16
8828,2,0,29
8828,2,1,38
8828,2,2,38
8828,2,3,2
8888,0,0,64
8888,0,1,8
8888,0,2,11
8888,0,3,5
8893,2,0,21
8893,2,1,4
8893,2,2,69
8893,2,3,2
9299,2,0,3
9299,2,1,2
9299,2,2,46
9299,2,3,9
9300,3,0,2
9300,3,1,5
9300,3,2,5
9300,3,3,59
9301,0,0,64
9301,0,1,58
9301,0,2,13
9301,0,3,18
9302,0,0,44
9302,0,1,8
9302,0,2,3
9302,0,3,3
9303,3,0,15
9303,3,1,7
9303,3,2,1
9303,3,3,38
9304,2,2,1
9304,2,3,1
9305,3,0,4
9305,3,1,2
9305,3,2,6
9305,3,3,39
9307,1,0,9
9307,1,1,42
9307,1,2,2
9307,1,3,21
9308,0,0,51
9308,0,1,2
9308,0,2,2
9308,0,3,4
9309,3,0,8
9309,3,1,7
9309,3,3,32
9310,1,0,3
9310,1,1,43
9310,1,2,1
9310,1,3,15
9311,0,0,42
9311,0,1,3
9311,0,2,12
9311,0,3,4
9313,3,0,14
9313,3,1,10
9313,3,2,24
9313,3,3,57
9314,1,0,2
9314,1,1,2
9314,1,2,6
9315,3,0,47
9315,3,1,35
9315,3,2,44
9315,3,3,120
9316,0,0,4
9316,0,1,1
9316,0,2,3
9317,1,0,16
9317,1,1,57
9317,1,2,1
9317,1,3,25
9318,0,0,31
9318,0,1,11
9318,0,3,5
9319,3,0,2
9319,3,2,1
9319,3,3,5
9320,3,0,9
9320,3,1,8
9320,3,2,4
9320,3,3,20
9321,2,0,2
9321,2,1,4
9321,2,2,36
9321,2,3,4
9322,3,0,35
9322,3,1,23
9322,3,2,3
9322,3,3,44
9323,3,0,9
9323,3,1,5
9323,3,2,5
9323,3,3,66
9324,0,0,42
9324,0,1,9
9324,0,2,13
9324,0,3,5
9325,1,0,13
9325,1,1,36
9325,1,2,3
9326,2,0,35
9326,2,1,12
9326,2,2,46
9326,2,3,25
9327,0,0,56
9327,0,1,18
9327,0,2,2
9327,0,3,8
9328,1,0,1
9328,1,1,6
9328,1,3,6
9329,0,0,7
9329,0,1,1
9329,0,2,1
9330,0,0,62
9330,0,1,15
9330,0,2,7
9330,0,3,15
9331,3,0,2
9331,3,1,7
9331,3,2,3
9331,3,3,35
9333,0,0,6
9333,0,3,2
9334,3,0,3
9334,3,1,1
9334,3,2,4
9334,3,3,4
9335,2,0,20
9335,2,1,9
9335,2,2,56
9335,2,3,8
9336,1,0,2
9336,1,1,66
9336,1,2,4
9336,1,3,9
9337,0,0,2
9337,0,1,5
9338,1,1,1
9338,1,3,1
9339,3,0,1
9339,3,3,2
9340,0,0,41
9340,0,1,15
9340,0,2,10
9340,0,3,9
9341,3,0,3
9341,3,1,19
9341,3,2,4
9341,3,3,41
9445,1,0,8
9445,1,1,56
9445,1,2,6
9445,1,3,18
9447,0,0,59
9447,0,1,6
9447,0,2,12
9447,0,3,3
9683,3,0,8
9683,3,1,16
9683,3,2,3
9683,3,3,57
9684,0,0,48
9684,0,1,6
9684,0,2,7
9684,0,3,2
9685,2,0,5
9685,2,1,8
9685,2,2,47
9685,2,3,14
9686,3,0,2
9686,3,1,6
9686,3,2,2
9686,3,3,47
9687,0,0,42
9687,0,1,20
9687,0,2,15
9687,0,3,2
9688,3,3,5
9689,1,0,7
9689,1,1,47
9689,1,2,5
9689,1,3,2
9690,1,0,5
9690,1,1,41
9690,1,2,3
9690,1,3,9
9691,3,0,12
9691,3,1,6
9691,3,2,7
9691,3,3,66
9692,1,1,2
9693,3,0,199
9693,3,1,25
9693,3,2,37
9693,3,3,123
9694,0,0,4
9694,0,1,1
9694,0,2,3
9695,1,0,11
9695,1,1,70
9695,1,2,8
9695,1,3,18
9696,0,0,3
9697,0,0,52
9697,0,1,4
9697,0,2,3
9697,0,3,2
9698,2,0,9
9698,2,1,9
9698,2,2,47
9698,2,3,4
9699,0,0,77
9699,0,1,25
9699,0,2,12
9699,0,3,16
9700,3,0,21
9700,3,1,29
9700,3,2,18
9700,3,3,90
9701,3,0,8
9701,3,1,17
9701,3,2,6
9701,3,3,42
9702,0,0,49
9702,0,1,17
9702,0,2,10
9702,0,3,4
9703,3,0,6
9703,3,1,4
9703,3,2,7
9703,3,3,52
9704,3,0,4
9704,3,2,10
9704,3,3,39
9705,3,0,1
9705,3,1,52
9705,3,2,26
9705,3,3,66
9706,2,0,5
9706,2,1,12
9706,2,2,37
9706,2,3,4
9707,0,0,59
9707,0,1,10
9707,0,2,18
9707,0,3,2
9708,0,0,5
9708,0,2,1
9708,0,3,1
9709,0,0,44
9709,0,1,8
9709,0,2,7
9709,0,3,3
9710,0,0,2
9710,0,1,2
9711,3,1,18
9711,3,2,3
9711,3,3,34
9712,1,0,6
9712,1,1,52
9712,1,2,9
9712,1,3,23
9713,0,0,2
9714,0,0,3
9714,0,3,1
9715,2,0,16
9715,2,1,44
9715,2,2,84
9715,2,3,8
9716,0,0,54
9716,0,1,6
9716,0,2,3
9716,0,3,6
9717,1,0,2
9717,1,1,31
9717,1,2,9
9717,1,3,2
9718,1,0,14
9718,1,1,41
9718,1,2,8
9718,1,3,5
9719,1,0,8
9719,1,1,43
9719,1,2,5
9719,1,3,2
9720,1,0,9
9720,1,1,51
9720,1,2,6
9720,1,3,4
9721,1,0,4
9721,1,1,63
9721,1,2,5
9721,1,3,3
9722,1,0,5
9722,1,1,45
9722,1,2,6
9722,1,3,6
9723,1,0,1
9723,1,1,52
9723,1,2,6
9723,1,3,1
9724,3,0,2
9724,3,1,4
9724,3,2,4
9724,3,3,57
9725,1,0,6
9725,1,1,64
9725,1,2,6
9725,1,3,5
9726,1,1,2
9727,1,0,1
9727,1,1,40
9727,1,2,3
9727,1,3,7
9728,0,0,42
9728,0,1,7
9728,0,2,8
9728,0,3,8
9820,0,0,45
9820,0,1,19
9820,0,2,65
9820,0,3,58
9981,0,0,66
9981,0,1,7
9981,0,2,11
9981,0,3,4
9997,0,0,70
9997,0,1,20
9997,0,2,4
9997,0,3,1
10003,2,0,33
10003,2,1,21
10003,2,2,46
10003,2,3,14
11206,2,0,12
11206,2,1,1
11206,2,2,25
11206,2,3,1
11268,2,0,8
11268,2,1,2
11268,2,2,24
11268,2,3,28
11291,0,0,23
11291,0,1,8
11291,0,2,9
11291,0,3,2
11352,0,0,40
11352,0,1,8
11352,0,2,7
11352,0,3,6
11373,1,0,7
11373,1,1,28
11373,1,2,1
11373,1,3,3
11387,3,1,2
11387,3,3,36
13504,1,0,15
13504,1,1,27
13504,1,3,2
13522,3,1,3
13522,3,2,1
13522,3,3,27
