,index,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,content_rating,user_id_rating,rating_diff_content_user_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']",user_id_rating_bin,content_rating_bin,rating_diff_content_user_id_bin,"['user_id', 'part']_rating_bin",predict,target
710541,3970503,0,847986120,7900,0,0,0,1.0,,,7900,7900,0,1,131 93 81,-1,,1209,1500,-291,1500,-293,15,12,-3,15,0.8309736140600771,1.0
710542,3970504,20074,847986120,7876,0,1,3,1.0,35000.0,False,7876,7876,3,1,10 94 92,-1,,1558,1502,56,1502,49,15,15,0,15,0.5207854879656272,1.0
710543,3970505,67961,847986120,175,0,2,2,1.0,17000.0,False,175,175,2,1,9 10 92,-1,,1620,1511,109,1510,99,15,16,1,15,0.3769677405458702,1.0
710544,3970506,85346,847986120,1278,0,3,3,1.0,45000.0,False,1278,1278,3,2,143 140 81 29,-1,,1340,1520,-180,1500,-166,15,13,-2,15,0.9095295461292612,1.0
710545,3970507,144300,847986120,2065,0,4,2,1.0,15000.0,False,2065,2063,2,3,136 162 92 29,-1,,1370,1524,-154,1500,-138,15,13,-2,15,0.8551345629314013,1.0
710546,3970508,144300,847986120,2064,0,4,1,1.0,15000.0,False,2064,2063,1,3,157 92 29,-1,,1399,1529,-130,1504,-113,15,13,-2,15,0.8773123411281506,1.0
710547,3970509,144300,847986120,2063,0,4,0,1.0,15000.0,False,2063,2063,0,3,136 92 29,-1,,1796,1533,263,1509,274,15,17,2,15,0.2820658770228976,1.0
710548,3970510,220956,847986120,3363,0,5,3,1.0,18000.0,False,3363,3363,3,4,74 103 29,-1,,1582,1546,36,1500,69,15,15,0,15,0.647205089339499,1.0
710549,3970511,220956,847986120,3365,0,5,2,1.0,18000.0,False,3365,3363,2,4,136 103 29,-1,,1593,1554,39,1508,72,15,15,0,15,0.6380439739213661,1.0
710550,3970512,220956,847986120,3364,0,5,1,1.0,18000.0,False,3364,3363,1,4,136 103 29,-1,,1476,1562,-86,1517,-52,15,14,-1,15,0.908870492837404,1.0
710551,3970513,288662,847986120,2947,0,6,1,1.0,24000.0,False,2947,2946,1,4,74 67 92,-1,,1660,1568,92,1524,128,15,16,0,15,0.7321283457208839,1.0
710552,3970514,288662,847986120,2948,0,6,0,1.0,24000.0,False,2948,2946,0,4,136 67 92,-1,,1683,1578,105,1534,142,15,16,1,15,0.6526991653158002,1.0
710553,3970515,288662,847986120,2946,0,6,3,1.0,24000.0,False,2946,2946,3,4,136 67 92,-1,,1724,1587,137,1544,172,15,17,1,15,0.7872998938416579,1.0
710554,3970516,336973,847986120,2595,0,7,0,1.0,21333.0,False,2595,2593,0,4,82 103 102,-1,,1509,1598,-89,1555,-52,15,15,-1,15,0.9266095722288112,1.0
710555,3970517,336973,847986120,2594,0,7,0,0.0,21333.0,False,2594,2593,2,4,161 103 102,-1,,1579,1603,-24,1562,12,16,15,-1,15,0.9202973130942388,0.0
710556,3970518,336973,847986120,2593,0,7,3,1.0,21333.0,False,2593,2593,3,4,136 103 102,-1,,1419,1595,-176,1555,-141,15,14,-2,15,0.9639985408261798,1.0
710557,3970519,349276,847986120,4492,0,8,2,1.0,14667.0,False,4492,4492,2,5,80,-1,,1560,1599,-39,1500,58,15,15,-1,15,0.8264508124459464,1.0
710558,3970520,362731,847986120,4120,0,9,0,1.0,10000.0,False,4120,4120,0,5,123,-1,,1619,1606,13,1508,109,16,16,0,15,0.6857230559671329,1.0
710559,3970521,372974,847986120,4696,0,10,0,1.0,11000.0,False,4696,4696,0,5,133,-1,,1465,1614,-149,1518,-53,16,14,-2,15,0.959176459820994,1.0
710560,3970522,385159,847986120,6116,0,11,3,1.0,7000.0,False,6116,6116,3,5,23,-1,,1662,1618,44,1524,132,16,16,0,15,0.5439451181821611,1.0
710561,3970523,403480,847986120,6173,0,12,2,1.0,10000.0,False,6173,6173,2,5,151,-1,,1683,1627,56,1535,141,16,16,0,15,0.7510848112546161,1.0
710562,3970524,419273,847986120,6370,0,13,0,0.0,16000.0,False,6370,6370,2,5,79,-1,,1642,1635,7,1545,94,16,16,0,15,0.8577048237050651,0.0
710563,3970525,500927,847986120,6879,0,14,2,1.0,13000.0,False,6879,6877,2,6,27,-1,,1596,1628,-32,1500,86,16,15,-1,15,0.7656981660410959,1.0
710564,3970526,500927,847986120,6880,0,14,3,0.0,13000.0,False,6880,6877,0,6,73,-1,,1673,1635,38,1509,151,16,16,0,15,0.5226062191644821,0.0
710565,3970527,500927,847986120,6878,0,14,1,1.0,13000.0,False,6878,6877,1,6,65,-1,,1416,1628,-212,1504,-92,16,14,-3,15,0.9707278827469308,1.0
710566,3970528,500927,847986120,6877,0,14,2,1.0,13000.0,False,6877,6877,2,6,96,-1,,1530,1631,-101,1510,13,16,15,-2,15,0.8047626454743044,1.0
710567,3970529,631635,847986120,7216,0,15,3,1.0,18500.0,False,7216,7216,3,7,97 50 21,-1,,1514,1637,-123,1500,10,16,15,-2,15,0.8399360812562924,1.0
710568,3970530,631635,847986120,7219,0,15,0,0.0,18500.0,False,7219,7216,2,7,50 19 21,-1,,1610,1642,-32,1507,96,16,16,-1,15,0.7115802568515066,0.0
710569,3970531,631635,847986120,7218,0,15,2,1.0,18500.0,False,7218,7216,2,7,50 18 21,-1,,1350,1634,-284,1502,-153,16,13,-3,15,0.9499588987986838,1.0
710570,3970532,631635,847986120,7217,0,15,2,1.0,18500.0,False,7217,7216,2,7,50 118 21,-1,,1480,1636,-156,1506,-28,16,14,-2,15,0.8952206178261696,1.0
